image_path,label
dataset/SMDD_train/os25k_bf_t/img490546.png,bonafide
dataset/SMDD_train/os25k_bf_t/img525651.png,bonafide
dataset/SMDD_train/os25k_bf_t/img397356.png,bonafide
dataset/SMDD_train/os25k_bf_t/img423879.png,bonafide
dataset/SMDD_train/os25k_bf_t/img301764.png,bonafide
dataset/SMDD_train/os25k_bf_t/img336652.png,bonafide
dataset/SMDD_train/os25k_bf_t/img327534.png,bonafide
dataset/SMDD_train/os25k_bf_t/img452950.png,bonafide
dataset/SMDD_train/os25k_bf_t/img457050.png,bonafide
dataset/SMDD_train/os25k_bf_t/img280397.png,bonafide
dataset/SMDD_train/os25k_bf_t/img133299.png,bonafide
dataset/SMDD_train/os25k_bf_t/img021300.png,bonafide
dataset/SMDD_train/os25k_bf_t/img357919.png,bonafide
dataset/SMDD_train/os25k_bf_t/img306953.png,bonafide
dataset/SMDD_train/os25k_bf_t/img244787.png,bonafide
dataset/SMDD_train/os25k_bf_t/img228358.png,bonafide
dataset/SMDD_train/os25k_bf_t/img500645.png,bonafide
dataset/SMDD_train/os25k_bf_t/img247201.png,bonafide
dataset/SMDD_train/os25k_bf_t/img410359.png,bonafide
dataset/SMDD_train/os25k_bf_t/img442794.png,bonafide
dataset/SMDD_train/os25k_bf_t/img292216.png,bonafide
dataset/SMDD_train/os25k_bf_t/img513905.png,bonafide
dataset/SMDD_train/os25k_bf_t/img000187.png,bonafide
dataset/SMDD_train/os25k_bf_t/img234493.png,bonafide
dataset/SMDD_train/os25k_bf_t/img020575.png,bonafide
dataset/SMDD_train/os25k_bf_t/img408324.png,bonafide
dataset/SMDD_train/os25k_bf_t/img210651.png,bonafide
dataset/SMDD_train/os25k_bf_t/img273719.png,bonafide
dataset/SMDD_train/os25k_bf_t/img297428.png,bonafide
dataset/SMDD_train/os25k_bf_t/img129980.png,bonafide
dataset/SMDD_train/os25k_bf_t/img251556.png,bonafide
dataset/SMDD_train/os25k_bf_t/img004797.png,bonafide
dataset/SMDD_train/os25k_bf_t/img182432.png,bonafide
dataset/SMDD_train/os25k_bf_t/img452822.png,bonafide
dataset/SMDD_train/os25k_bf_t/img465575.png,bonafide
dataset/SMDD_train/os25k_bf_t/img264185.png,bonafide
dataset/SMDD_train/os25k_bf_t/img378573.png,bonafide
dataset/SMDD_train/os25k_bf_t/img331665.png,bonafide
dataset/SMDD_train/os25k_bf_t/img414708.png,bonafide
dataset/SMDD_train/os25k_bf_t/img035409.png,bonafide
dataset/SMDD_train/os25k_bf_t/img520450.png,bonafide
dataset/SMDD_train/os25k_bf_t/img077036.png,bonafide
dataset/SMDD_train/os25k_bf_t/img156467.png,bonafide
dataset/SMDD_train/os25k_bf_t/img461057.png,bonafide
dataset/SMDD_train/os25k_bf_t/img044933.png,bonafide
dataset/SMDD_train/os25k_bf_t/img100719.png,bonafide
dataset/SMDD_train/os25k_bf_t/img129456.png,bonafide
dataset/SMDD_train/os25k_bf_t/img367672.png,bonafide
dataset/SMDD_train/os25k_bf_t/img310802.png,bonafide
dataset/SMDD_train/os25k_bf_t/img418549.png,bonafide
dataset/SMDD_train/os25k_bf_t/img008585.png,bonafide
dataset/SMDD_train/os25k_bf_t/img146254.png,bonafide
dataset/SMDD_train/os25k_bf_t/img356807.png,bonafide
dataset/SMDD_train/os25k_bf_t/img298216.png,bonafide
dataset/SMDD_train/os25k_bf_t/img151379.png,bonafide
dataset/SMDD_train/os25k_bf_t/img296816.png,bonafide
dataset/SMDD_train/os25k_bf_t/img166049.png,bonafide
dataset/SMDD_train/os25k_bf_t/img068415.png,bonafide
dataset/SMDD_train/os25k_bf_t/img153420.png,bonafide
dataset/SMDD_train/os25k_bf_t/img458854.png,bonafide
dataset/SMDD_train/os25k_bf_t/img021529.png,bonafide
dataset/SMDD_train/os25k_bf_t/img240462.png,bonafide
dataset/SMDD_train/os25k_bf_t/img083575.png,bonafide
dataset/SMDD_train/os25k_bf_t/img217427.png,bonafide
dataset/SMDD_train/os25k_bf_t/img397837.png,bonafide
dataset/SMDD_train/os25k_bf_t/img522534.png,bonafide
dataset/SMDD_train/os25k_bf_t/img235049.png,bonafide
dataset/SMDD_train/os25k_bf_t/img519870.png,bonafide
dataset/SMDD_train/os25k_bf_t/img368346.png,bonafide
dataset/SMDD_train/os25k_bf_t/img547242.png,bonafide
dataset/SMDD_train/os25k_bf_t/img262384.png,bonafide
dataset/SMDD_train/os25k_bf_t/img342965.png,bonafide
dataset/SMDD_train/os25k_bf_t/img319774.png,bonafide
dataset/SMDD_train/os25k_bf_t/img311765.png,bonafide
dataset/SMDD_train/os25k_bf_t/img457483.png,bonafide
dataset/SMDD_train/os25k_bf_t/img349395.png,bonafide
dataset/SMDD_train/os25k_bf_t/img186943.png,bonafide
dataset/SMDD_train/os25k_bf_t/img225793.png,bonafide
dataset/SMDD_train/os25k_bf_t/img541900.png,bonafide
dataset/SMDD_train/os25k_bf_t/img392222.png,bonafide
dataset/SMDD_train/os25k_bf_t/img530654.png,bonafide
dataset/SMDD_train/os25k_bf_t/img336478.png,bonafide
dataset/SMDD_train/os25k_bf_t/img267862.png,bonafide
dataset/SMDD_train/os25k_bf_t/img426003.png,bonafide
dataset/SMDD_train/os25k_bf_t/img136712.png,bonafide
dataset/SMDD_train/os25k_bf_t/img165782.png,bonafide
dataset/SMDD_train/os25k_bf_t/img294874.png,bonafide
dataset/SMDD_train/os25k_bf_t/img531952.png,bonafide
dataset/SMDD_train/os25k_bf_t/img498657.png,bonafide
dataset/SMDD_train/os25k_bf_t/img014701.png,bonafide
dataset/SMDD_train/os25k_bf_t/img253335.png,bonafide
dataset/SMDD_train/os25k_bf_t/img219089.png,bonafide
dataset/SMDD_train/os25k_bf_t/img527137.png,bonafide
dataset/SMDD_train/os25k_bf_t/img189083.png,bonafide
dataset/SMDD_train/os25k_bf_t/img210665.png,bonafide
dataset/SMDD_train/os25k_bf_t/img356066.png,bonafide
dataset/SMDD_train/os25k_bf_t/img468099.png,bonafide
dataset/SMDD_train/os25k_bf_t/img319332.png,bonafide
dataset/SMDD_train/os25k_bf_t/img526709.png,bonafide
dataset/SMDD_train/os25k_bf_t/img423970.png,bonafide
dataset/SMDD_train/os25k_bf_t/img356256.png,bonafide
dataset/SMDD_train/os25k_bf_t/img094772.png,bonafide
dataset/SMDD_train/os25k_bf_t/img216097.png,bonafide
dataset/SMDD_train/os25k_bf_t/img210379.png,bonafide
dataset/SMDD_train/os25k_bf_t/img260437.png,bonafide
dataset/SMDD_train/os25k_bf_t/img506022.png,bonafide
dataset/SMDD_train/os25k_bf_t/img356365.png,bonafide
dataset/SMDD_train/os25k_bf_t/img467603.png,bonafide
dataset/SMDD_train/os25k_bf_t/img448376.png,bonafide
dataset/SMDD_train/os25k_bf_t/img229518.png,bonafide
dataset/SMDD_train/os25k_bf_t/img377721.png,bonafide
dataset/SMDD_train/os25k_bf_t/img280570.png,bonafide
dataset/SMDD_train/os25k_bf_t/img505482.png,bonafide
dataset/SMDD_train/os25k_bf_t/img493848.png,bonafide
dataset/SMDD_train/os25k_bf_t/img110951.png,bonafide
dataset/SMDD_train/os25k_bf_t/img031656.png,bonafide
dataset/SMDD_train/os25k_bf_t/img201214.png,bonafide
dataset/SMDD_train/os25k_bf_t/img291511.png,bonafide
dataset/SMDD_train/os25k_bf_t/img413273.png,bonafide
dataset/SMDD_train/os25k_bf_t/img347619.png,bonafide
dataset/SMDD_train/os25k_bf_t/img405188.png,bonafide
dataset/SMDD_train/os25k_bf_t/img218992.png,bonafide
dataset/SMDD_train/os25k_bf_t/img317898.png,bonafide
dataset/SMDD_train/os25k_bf_t/img170185.png,bonafide
dataset/SMDD_train/os25k_bf_t/img246458.png,bonafide
dataset/SMDD_train/os25k_bf_t/img403686.png,bonafide
dataset/SMDD_train/os25k_bf_t/img513769.png,bonafide
dataset/SMDD_train/os25k_bf_t/img434471.png,bonafide
dataset/SMDD_train/os25k_bf_t/img507249.png,bonafide
dataset/SMDD_train/os25k_bf_t/img525121.png,bonafide
dataset/SMDD_train/os25k_bf_t/img172764.png,bonafide
dataset/SMDD_train/os25k_bf_t/img224134.png,bonafide
dataset/SMDD_train/os25k_bf_t/img282042.png,bonafide
dataset/SMDD_train/os25k_bf_t/img410204.png,bonafide
dataset/SMDD_train/os25k_bf_t/img277034.png,bonafide
dataset/SMDD_train/os25k_bf_t/img168396.png,bonafide
dataset/SMDD_train/os25k_bf_t/img088055.png,bonafide
dataset/SMDD_train/os25k_bf_t/img433633.png,bonafide
dataset/SMDD_train/os25k_bf_t/img524778.png,bonafide
dataset/SMDD_train/os25k_bf_t/img291885.png,bonafide
dataset/SMDD_train/os25k_bf_t/img509061.png,bonafide
dataset/SMDD_train/os25k_bf_t/img112024.png,bonafide
dataset/SMDD_train/os25k_bf_t/img285856.png,bonafide
dataset/SMDD_train/os25k_bf_t/img358006.png,bonafide
dataset/SMDD_train/os25k_bf_t/img236579.png,bonafide
dataset/SMDD_train/os25k_bf_t/img373993.png,bonafide
dataset/SMDD_train/os25k_bf_t/img550181.png,bonafide
dataset/SMDD_train/os25k_bf_t/img182321.png,bonafide
dataset/SMDD_train/os25k_bf_t/img138932.png,bonafide
dataset/SMDD_train/os25k_bf_t/img098589.png,bonafide
dataset/SMDD_train/os25k_bf_t/img332371.png,bonafide
dataset/SMDD_train/os25k_bf_t/img326136.png,bonafide
dataset/SMDD_train/os25k_bf_t/img357759.png,bonafide
dataset/SMDD_train/os25k_bf_t/img210511.png,bonafide
dataset/SMDD_train/os25k_bf_t/img143135.png,bonafide
dataset/SMDD_train/os25k_bf_t/img217046.png,bonafide
dataset/SMDD_train/os25k_bf_t/img013067.png,bonafide
dataset/SMDD_train/os25k_bf_t/img530139.png,bonafide
dataset/SMDD_train/os25k_bf_t/img457472.png,bonafide
dataset/SMDD_train/os25k_bf_t/img097397.png,bonafide
dataset/SMDD_train/os25k_bf_t/img396487.png,bonafide
dataset/SMDD_train/os25k_bf_t/img306698.png,bonafide
dataset/SMDD_train/os25k_bf_t/img161934.png,bonafide
dataset/SMDD_train/os25k_bf_t/img082091.png,bonafide
dataset/SMDD_train/os25k_bf_t/img299501.png,bonafide
dataset/SMDD_train/os25k_bf_t/img031718.png,bonafide
dataset/SMDD_train/os25k_bf_t/img318212.png,bonafide
dataset/SMDD_train/os25k_bf_t/img411900.png,bonafide
dataset/SMDD_train/os25k_bf_t/img394529.png,bonafide
dataset/SMDD_train/os25k_bf_t/img478689.png,bonafide
dataset/SMDD_train/os25k_bf_t/img007515.png,bonafide
dataset/SMDD_train/os25k_bf_t/img153982.png,bonafide
dataset/SMDD_train/os25k_bf_t/img232827.png,bonafide
dataset/SMDD_train/os25k_bf_t/img148816.png,bonafide
dataset/SMDD_train/os25k_bf_t/img191161.png,bonafide
dataset/SMDD_train/os25k_bf_t/img183723.png,bonafide
dataset/SMDD_train/os25k_bf_t/img251719.png,bonafide
dataset/SMDD_train/os25k_bf_t/img519754.png,bonafide
dataset/SMDD_train/os25k_bf_t/img443430.png,bonafide
dataset/SMDD_train/os25k_bf_t/img158479.png,bonafide
dataset/SMDD_train/os25k_bf_t/img090528.png,bonafide
dataset/SMDD_train/os25k_bf_t/img540165.png,bonafide
dataset/SMDD_train/os25k_bf_t/img041346.png,bonafide
dataset/SMDD_train/os25k_bf_t/img302677.png,bonafide
dataset/SMDD_train/os25k_bf_t/img416727.png,bonafide
dataset/SMDD_train/os25k_bf_t/img353748.png,bonafide
dataset/SMDD_train/os25k_bf_t/img016266.png,bonafide
dataset/SMDD_train/os25k_bf_t/img435228.png,bonafide
dataset/SMDD_train/os25k_bf_t/img111445.png,bonafide
dataset/SMDD_train/os25k_bf_t/img082416.png,bonafide
dataset/SMDD_train/os25k_bf_t/img401678.png,bonafide
dataset/SMDD_train/os25k_bf_t/img370418.png,bonafide
dataset/SMDD_train/os25k_bf_t/img527768.png,bonafide
dataset/SMDD_train/os25k_bf_t/img482730.png,bonafide
dataset/SMDD_train/os25k_bf_t/img485873.png,bonafide
dataset/SMDD_train/os25k_bf_t/img361815.png,bonafide
dataset/SMDD_train/os25k_bf_t/img478115.png,bonafide
dataset/SMDD_train/os25k_bf_t/img288256.png,bonafide
dataset/SMDD_train/os25k_bf_t/img055087.png,bonafide
dataset/SMDD_train/os25k_bf_t/img487229.png,bonafide
dataset/SMDD_train/os25k_bf_t/img552878.png,bonafide
dataset/SMDD_train/os25k_bf_t/img403789.png,bonafide
dataset/SMDD_train/os25k_bf_t/img405556.png,bonafide
dataset/SMDD_train/os25k_bf_t/img445024.png,bonafide
dataset/SMDD_train/os25k_bf_t/img531084.png,bonafide
dataset/SMDD_train/os25k_bf_t/img070765.png,bonafide
dataset/SMDD_train/os25k_bf_t/img188846.png,bonafide
dataset/SMDD_train/os25k_bf_t/img549395.png,bonafide
dataset/SMDD_train/os25k_bf_t/img335533.png,bonafide
dataset/SMDD_train/os25k_bf_t/img410860.png,bonafide
dataset/SMDD_train/os25k_bf_t/img427021.png,bonafide
dataset/SMDD_train/os25k_bf_t/img368018.png,bonafide
dataset/SMDD_train/os25k_bf_t/img295580.png,bonafide
dataset/SMDD_train/os25k_bf_t/img409730.png,bonafide
dataset/SMDD_train/os25k_bf_t/img531483.png,bonafide
dataset/SMDD_train/os25k_bf_t/img052382.png,bonafide
dataset/SMDD_train/os25k_bf_t/img085863.png,bonafide
dataset/SMDD_train/os25k_bf_t/img232854.png,bonafide
dataset/SMDD_train/os25k_bf_t/img300191.png,bonafide
dataset/SMDD_train/os25k_bf_t/img370371.png,bonafide
dataset/SMDD_train/os25k_bf_t/img330547.png,bonafide
dataset/SMDD_train/os25k_bf_t/img490273.png,bonafide
dataset/SMDD_train/os25k_bf_t/img236568.png,bonafide
dataset/SMDD_train/os25k_bf_t/img121973.png,bonafide
dataset/SMDD_train/os25k_bf_t/img514877.png,bonafide
dataset/SMDD_train/os25k_bf_t/img463280.png,bonafide
dataset/SMDD_train/os25k_bf_t/img058291.png,bonafide
dataset/SMDD_train/os25k_bf_t/img363798.png,bonafide
dataset/SMDD_train/os25k_bf_t/img079404.png,bonafide
dataset/SMDD_train/os25k_bf_t/img083884.png,bonafide
dataset/SMDD_train/os25k_bf_t/img325587.png,bonafide
dataset/SMDD_train/os25k_bf_t/img193315.png,bonafide
dataset/SMDD_train/os25k_bf_t/img499670.png,bonafide
dataset/SMDD_train/os25k_bf_t/img110297.png,bonafide
dataset/SMDD_train/os25k_bf_t/img144864.png,bonafide
dataset/SMDD_train/os25k_bf_t/img002361.png,bonafide
dataset/SMDD_train/os25k_bf_t/img226799.png,bonafide
dataset/SMDD_train/os25k_bf_t/img313541.png,bonafide
dataset/SMDD_train/os25k_bf_t/img483261.png,bonafide
dataset/SMDD_train/os25k_bf_t/img454268.png,bonafide
dataset/SMDD_train/os25k_bf_t/img381141.png,bonafide
dataset/SMDD_train/os25k_bf_t/img446378.png,bonafide
dataset/SMDD_train/os25k_bf_t/img316135.png,bonafide
dataset/SMDD_train/os25k_bf_t/img402292.png,bonafide
dataset/SMDD_train/os25k_bf_t/img225160.png,bonafide
dataset/SMDD_train/os25k_bf_t/img120240.png,bonafide
dataset/SMDD_train/os25k_bf_t/img347087.png,bonafide
dataset/SMDD_train/os25k_bf_t/img147408.png,bonafide
dataset/SMDD_train/os25k_bf_t/img039274.png,bonafide
dataset/SMDD_train/os25k_bf_t/img393064.png,bonafide
dataset/SMDD_train/os25k_bf_t/img464613.png,bonafide
dataset/SMDD_train/os25k_bf_t/img225370.png,bonafide
dataset/SMDD_train/os25k_bf_t/img182118.png,bonafide
dataset/SMDD_train/os25k_bf_t/img418932.png,bonafide
dataset/SMDD_train/os25k_bf_t/img290705.png,bonafide
dataset/SMDD_train/os25k_bf_t/img347632.png,bonafide
dataset/SMDD_train/os25k_bf_t/img454314.png,bonafide
dataset/SMDD_train/os25k_bf_t/img518140.png,bonafide
dataset/SMDD_train/os25k_bf_t/img401614.png,bonafide
dataset/SMDD_train/os25k_bf_t/img031410.png,bonafide
dataset/SMDD_train/os25k_bf_t/img104727.png,bonafide
dataset/SMDD_train/os25k_bf_t/img335303.png,bonafide
dataset/SMDD_train/os25k_bf_t/img417787.png,bonafide
dataset/SMDD_train/os25k_bf_t/img038168.png,bonafide
dataset/SMDD_train/os25k_bf_t/img021554.png,bonafide
dataset/SMDD_train/os25k_bf_t/img357002.png,bonafide
dataset/SMDD_train/os25k_bf_t/img266668.png,bonafide
dataset/SMDD_train/os25k_bf_t/img425732.png,bonafide
dataset/SMDD_train/os25k_bf_t/img548872.png,bonafide
dataset/SMDD_train/os25k_bf_t/img363140.png,bonafide
dataset/SMDD_train/os25k_bf_t/img495441.png,bonafide
dataset/SMDD_train/os25k_bf_t/img360444.png,bonafide
dataset/SMDD_train/os25k_bf_t/img171276.png,bonafide
dataset/SMDD_train/os25k_bf_t/img409679.png,bonafide
dataset/SMDD_train/os25k_bf_t/img155762.png,bonafide
dataset/SMDD_train/os25k_bf_t/img505848.png,bonafide
dataset/SMDD_train/os25k_bf_t/img024187.png,bonafide
dataset/SMDD_train/os25k_bf_t/img011381.png,bonafide
dataset/SMDD_train/os25k_bf_t/img248087.png,bonafide
dataset/SMDD_train/os25k_bf_t/img468038.png,bonafide
dataset/SMDD_train/os25k_bf_t/img497335.png,bonafide
dataset/SMDD_train/os25k_bf_t/img521704.png,bonafide
dataset/SMDD_train/os25k_bf_t/img423758.png,bonafide
dataset/SMDD_train/os25k_bf_t/img470829.png,bonafide
dataset/SMDD_train/os25k_bf_t/img173065.png,bonafide
dataset/SMDD_train/os25k_bf_t/img554013.png,bonafide
dataset/SMDD_train/os25k_bf_t/img040504.png,bonafide
dataset/SMDD_train/os25k_bf_t/img004058.png,bonafide
dataset/SMDD_train/os25k_bf_t/img421340.png,bonafide
dataset/SMDD_train/os25k_bf_t/img355980.png,bonafide
dataset/SMDD_train/os25k_bf_t/img299014.png,bonafide
dataset/SMDD_train/os25k_bf_t/img221360.png,bonafide
dataset/SMDD_train/os25k_bf_t/img193820.png,bonafide
dataset/SMDD_train/os25k_bf_t/img021214.png,bonafide
dataset/SMDD_train/os25k_bf_t/img554594.png,bonafide
dataset/SMDD_train/os25k_bf_t/img048490.png,bonafide
dataset/SMDD_train/os25k_bf_t/img398555.png,bonafide
dataset/SMDD_train/os25k_bf_t/img412791.png,bonafide
dataset/SMDD_train/os25k_bf_t/img120408.png,bonafide
dataset/SMDD_train/os25k_bf_t/img014130.png,bonafide
dataset/SMDD_train/os25k_bf_t/img028288.png,bonafide
dataset/SMDD_train/os25k_bf_t/img407557.png,bonafide
dataset/SMDD_train/os25k_bf_t/img397196.png,bonafide
dataset/SMDD_train/os25k_bf_t/img542698.png,bonafide
dataset/SMDD_train/os25k_bf_t/img531552.png,bonafide
dataset/SMDD_train/os25k_bf_t/img273818.png,bonafide
